LMIcaseid,URL,Casetitle,Civilaction,Venue,YearFiled,Filingdate,Declaratoryjudgment,NPECode,Patents,# Of Patents,PrimaryPatent,Patent Url,IPC,PrimaryClass,First4level,Formatted 1st4Lvl,Filingdate1,B4,B3,B2,B1,O1,A1,A2,A3,A4,Casetitle1,Casetitle2,y,tag,dup
1000000660,http://law.lexmachina.com/cases/2000024326,Apple Inc. v. HTC Corp. et al,1:11-cv-00611,D.Del.,2011, 7/11/2011,0,8,"6956564,7084859,7844915,7920129",4,6956564,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6956564,G06K 9/22 (20060101); G06F 3/033 (20060101); G06F 15/02 (20060101); G09G 005/00 (),G06K 9/22 ,G06K 9,G06K   9,7/11/2011,3800,4427,3857,4099,4233,4549,4198,4743,5037,Apple Inc.,HTC Corp. et al,1841,0,4
1000000662,http://law.lexmachina.com/cases/21824,"Production Automation, Inc. v. FKI Logistex, Inc.",2:07-cv-00480,E.D.Va.,2007,10/19/2007,0,8,6935484,1,6935484,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6935484,B65G 47/04 (20060101); B65G 47/244 (20060101); B65G 47/08 (20060101); B65G 47/24 (20060101); B65G 047/24 (),B65G 47/04 ,B65G 47,B65G  47,10/19/2007,906,1046,1013,1045,1048,841,963,994,1056,"Production Automation, Inc.","FKI Logistex, Inc.",4655,1,0
1000000668,http://law.lexmachina.com/cases/18292,"Idaho Energy LP v. Harris Contracting Company, et al",2:07-cv-00423,D.Idaho,2007, 10/8/2007,1,8,7263934,1,7263934,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7263934,F23G 7/04 (20060101),F23G 7/04 ,F23G 7,F23G   7,10/8/2007,153,187,157,168,180,166,170,145,147,Idaho Energy LP,"Harris Contracting Company, et al",3398,1,0
1000000670,http://law.lexmachina.com/cases/1000000670,"Fujitsu Computer Systems Corporation, et al v. Patriot Scientific Corporation, et al",3:05-cv-04837,N.D.Cal.,2005,11/26/2005,0,1,5809336,1,5809336,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5809336,G06F 9/32 (20060101); G06F 15/76 (20060101); G06F 15/78 (20060101); G06F 9/30 (20060101); G06F 12/08 (20060101); G06F 7/78 (20060101); G06F 7/76 (20060101); G06F 7/48 (20060101); G06F 7/52 (20060101); G06F 9/38 (20060101); G06F 7/58 (20060101); G06F 001/04 (),G06F 9/32,G06F 9,G06F   9,11/26/2005,6476,6309,6703,4900,5503,5089,4785,4839,5052,"Fujitsu Computer Systems Corporation, et al","Patriot Scientific Corporation, et al",311,1,0
1000000672,http://law.lexmachina.com/cases/1000000672,Panasonic Corporation of North America et al v. Patriot Scientific Corporation et al,3:05-cv-04844,N.D.Cal.,2005,11/28/2005,1,1,"5784584, 5809336, 6598148",3,5784584,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5784584,G06F 7/48 (20060101); G06F 9/32 (20060101); G06F 15/76 (20060101); G06F 15/78 (20060101); G06F 7/78 (20060101); G06F 9/30 (20060101); G06F 12/08 (20060101); G06F 9/38 (20060101); G06F 7/52 (20060101); G06F 7/58 (20060101); G06F 7/76 (20060101); G06F 009/30 (),G06F 7/48,G06F 7,G06F   7,11/28/2005,2365,2516,2547,1955,2363,2049,1936,1967,2194,Panasonic Corporation of North America et al,Patriot Scientific Corporation et al,564,1,0
1000000676,http://law.lexmachina.com/cases/2000084508,"Shire Development LLC et al v. Apotex, Inc. et al",1:15-cv-01045,D.Del.,2015,11/12/2015,0,"8, 12, 13","5968976,7381428,7465465",3,5968976,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5968976,A61K 33/24 (20060101); C01F 17/00 (20060101); A01N 055/02 (),A61K 33/24 ,A61K 33,A61K  33,11/12/2015,2738,1656,2196,2237,3385,2037,2177,1935,1842,Shire Development LLC et al,"Apotex, Inc. et al",6902,0,1
1000000699,http://law.lexmachina.com/cases/1000000564,"Radiological Imaging Technology, Inc. v. MED-TEC, Inc.",3:04-cv-05118,N.D.Cal.,2004, 12/3/2004,0,8,6675116,1,6675116,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6675116,A61N 5/10 (20060101); G12B 013/00 (),A61N 5/10 ,A61N 5,A61N   5,12/3/2004,890,924,875,945,869,806,820,793,770,"Radiological Imaging Technology, Inc.","MED-TEC, Inc.",4736,0,2
1000000705,http://law.lexmachina.com/cases/2000053173,Kardiametrics LLC v. Boston Scientific Corporation,1:13-cv-01591,D.Del.,2013, 9/20/2013,0,12,"6544276,6986778",2,6544276,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6544276,A61B 17/12 (20060101); A61F 2/01 (20060101); A61M 25/00 (20060101); A61M 25/10 (20060101); A61M 29/02 (20060101); A61B 17/22 (20060101); A61B 017/22 (),A61B 17/12 ,A61B 17,A61B  17,9/20/2013,7685,8689,9766,7985,8119,8007,11238,7339,8290,Kardiametrics LLC,Boston Scientific Corporation,6541,0,2
1000000720,http://law.lexmachina.com/cases/80299,"TASTY TRIM, INC. v. NATIONAL PACKAGING CO, INC. et al",2:09-cv-00612,D.N.J.,2009, 2/10/2009,0,8,7258885,1,7258885,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7258885,A23L 1/236 (20060101),A23L 1/236 ,A23L 1,A23L   1,2/10/2009,3556,3097,2732,3373,2949,2823,2464,3324,2815,"TASTY TRIM, INC.","NATIONAL PACKAGING CO, INC. et al",5365,1,0
1000000743,http://law.lexmachina.com/cases/2000082035,"Kolcraft Enterprises, Inc. v. Graco Childrens Products Inc.",1:15-cv-07950,N.D.Ill.,2015,  9/9/2015,0,8,"7458114,7568242,9027180,D557510,D570621,D604970,D616231",7,7458114,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7458114,A47D 7/00 (20060101); A47D 13/00 (20060101); A47D 15/00 (20060101),A47D 7/00 ,A47D 7,A47D   7,9/9/2015,126,115,70,122,171,177,118,140,148,"Kolcraft Enterprises, Inc.",Graco Childrens Products Inc.,3672,1,0
1000000747,http://law.lexmachina.com/cases/13947,Fieldturf International Inc et al v. Motz Group Inc,1:05-cv-00078,S.D.Ohio,2005,  2/4/2005,0,8,"6338885,6723412",2,6338885,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6338885,E01C 13/08 (20060101); D06N 7/00 (20060101); A41G 001/00 (),E01C 13/08 ,E01C 13,E01C  13,2/4/2005,103,80,85,62,74,101,101,130,55,Fieldturf International Inc et al,Motz Group Inc,2954,1,0
1000000752,http://law.lexmachina.com/cases/2000024268,"COBRA PRODUCTS, INC. v. G.T. WATER PRODUCTS, INC.",1:11-cv-03924,D.N.J.,2011,  7/8/2011,0,8,6775873,1,6775873,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6775873,E03C 1/12 (20060101); E03C 1/302 (20060101); B08B 009/27 (),E03C 1/12 ,E03C 1,E03C   1,7/8/2011,973,1113,1110,1213,1263,1076,1052,1163,1267,"COBRA PRODUCTS, INC.","G.T. WATER PRODUCTS, INC.",2420,1,0
1000000768,http://law.lexmachina.com/cases/2000051882,"McLuen Design, Inc. v. Biosearch Technologies, Inc.",3:13-cv-03868,N.D.Cal.,2013, 8/21/2013,0,8,"6270730,6811755,8147776,8158085,8404196",5,6270730,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6270730,B01J 19/00 (20060101); G01N 35/02 (20060101); C08F 283/00 (),B01J 19/00 ,B01J 19,B01J  19,8/21/2013,1607,1764,1584,1604,1595,2028,1416,1657,1648,"McLuen Design, Inc.","Biosearch Technologies, Inc.",3942,0,1
1000000770,http://law.lexmachina.com/cases/3302,"Saint-Gobain Ceramics and Plastics, Inc. v. Coorstek, Inc.",4:04-cv-40034,D.Mass.,2004,  3/3/2004,0,8,6669871,1,6669871,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6669871,C04B 35/486 (20060101); C04B 35/581 (20060101); C04B 35/457 (20060101); C04B 35/488 (20060101); C04B 35/645 (20060101); C04B 33/14 (20060101); C04B 35/01 (20060101); C04B 33/02 (20060101); H05K 1/03 (20060101); H05K 1/02 (20060101); H01B 001/08 (),C04B 35/486 ,C04B 35,C04B  35,3/3/2004,2629,2434,2617,3008,3122,2159,2458,3028,2298,"Saint-Gobain Ceramics and Plastics, Inc.","Coorstek, Inc.",4896,1,0
1000000782,http://law.lexmachina.com/cases/2000065501,"RICHMOND v. WAYFAIR, LLC",3:14-cv-04850,D.N.J.,2014,  8/1/2014,0,9,"7196477,7429827,8089370,8362700",4,7196477,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7196477,H05B 41/36 (20060101),H05B 41/36 ,H05B 41,H05B  41,8/1/2014,376,313,224,228,184,242,174,168,169,RICHMOND,"WAYFAIR, LLC",6374,0,1
1000000787,http://law.lexmachina.com/cases/1000000787,"Advanced Software, Inc. v. Interwoven, Inc.",4:04-cv-03223,N.D.Cal.,2004,  8/6/2004,0,5,"4807182, RE35861",2,4807182,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=4807182,G06F 17/27 (20060101); G06F 015/00 (),G06F 17/27,G06F 17,G06F  17,8/6/2004,9373,10499,9711,10351,11484,10980,10925,11214,9552,"Advanced Software, Inc.","Interwoven, Inc.",912,1,0
1000000791,http://law.lexmachina.com/cases/1000000791,Technology Licensing Corporation v. Bang & Olufsen America Inc,4:04-cv-04798,N.D.Cal.,2004,11/12/2004,0,1,5734862,1,5734862,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5734862,G11B 27/10 (20060101); G06F 3/06 (20060101); G11B 27/034 (20060101); G11B 27/031 (20060101); G06F 013/00 (),G11B 27/10,G11B 27,G11B  27,11/12/2004,5257,5065,5464,4645,4513,3450,4161,2504,2284,Technology Licensing Corporation,Bang & Olufsen America Inc,730,1,7
1000000800,http://law.lexmachina.com/cases/1000000800,Hewlett-Packard Company v. Digital Development Corporation,4:05-cv-01181,N.D.Cal.,2005, 3/23/2005,1,5,"4975950, 5121345",2,4975950,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=4975950,G06F 1/00 (20060101); G06F 21/00 (20060101); H04L 009/00 (),G06F 1/00,G06F 1,G06F   1,3/23/2005,5075,4742,4918,5148,4466,4991,3953,4089,3515,Hewlett-Packard Company,Digital Development Corporation,1118,0,2
1000000816,http://law.lexmachina.com/cases/1000000816,"Technology Licensing Corporation v. Videotek, Inc.",5:01-cv-04204,N.D.Cal.,2001, 11/9/2001,0,1,"4573070, 5486869, 5550594, 5754250",4,4573070,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=4573070,H04N 5/21 (20060101); H04N 009/64 (),H04N 5/21,H04N 5,H04N   5,11/9/2001,16248,15449,14593,14854,16129,14909,15508,14780,16512,Technology Licensing Corporation,"Videotek, Inc.",730,0,5
1000000833,http://law.lexmachina.com/cases/2000046297,Pipe Restoration Technologies LLC et al v. Coast Building and Plumbing Inc  et al,8:13-cv-00499,C.D.Cal.,2013, 3/28/2013,0,"8, 12",8343579,1,8343579,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8343579,B05D 7/22 (20060101),B05D 7/22 ,B05D 7,B05D   7,3/28/2013,694,638,676,668,809,568,604,716,756,Pipe Restoration Technologies LLC et al,Coast Building and Plumbing Inc  et al,6882,1,0
1000000842,http://law.lexmachina.com/cases/1000000842,Cisco Systems Inc. v. AudioFax IP LLC,5:01-cv-21103,N.D.Cal.,2001,11/20/2001,1,3,"4994926, 5291302, 5459584",3,4994926,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=4994926,H04N 1/44 (20060101); H04N 1/44 (20060101); H04N 1/44 (20060101); H04N 1/32 (20060101); H04N 1/32 (20060101); H04N 1/32 (20060101); H04N 001/00 (),H04N 1/44,H04N 1,H04N   1,11/20/2001,8451,8030,6742,7820,7674,7856,7415,8249,7605,Cisco Systems Inc.,AudioFax IP LLC,850,1,0
1000000863,http://law.lexmachina.com/cases/2000079438,"Monster Patents, LLC v. TigerLogic Corporation",1:15-cv-05165,S.D.N.Y.,2015,  7/2/2015,0,12,8615565,1,8615565,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8615565,G06F 15/16 (20060101),G06F 15/16 ,G06F 15,G06F  15,7/2/2015,1924,1967,1475,1488,1330,1347,1265,1114,732,"Monster Patents, LLC",TigerLogic Corporation,6545,1,0
1000000877,http://law.lexmachina.com/cases/3115,"Cable & Wireless Int, et al v. Akamai Technologies",1:02-cv-11430,D.Mass.,2002, 7/15/2002,0,8,6415280,1,6415280,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6415280,G06F 17/30 (20060101); G06F 017/30 (),G06F 17/30 ,G06F 17,G06F  17,7/15/2002,9171,8970,7913,8212,7752,9418,8593,9107,9373,"Cable & Wireless Int, et al",Akamai Technologies,2247,1,0
1000000891,http://law.lexmachina.com/cases/1828,Tristrata Technology Inc. v. Jeunique International Inc. et al,1:06-cv-00645,D.Del.,2006,10/17/2006,0,8,"5091171,5385938,5389677,5422370,5547988,5554654,6060512",7,5091171,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5091171,A61K 8/49 (20060101); A61K 8/49 (20060101); A61K 8/49 (20060101); A61K 8/55 (20060101); A61K 31/70 (20060101); A61K 31/70 (20060101); A61K 31/70 (20060101); A61K 8/55 (20060101); A61K 8/55 (20060101); A61K 31/715 (20060101); A61K 31/715 (20060101); A61K 31/715 (20060101); A61K 8/72 (20060101); A61K 8/72 (20060101); A61K 8/72 (20060101); A61K 8/34 (20060101); A61K 8/34 (20060101); A61K 8/34 (20060101); A61K 8/63 (20060101); A61K 8/63 (20060101); A61K 8/63 (20060101); A61K 8/362 (20060101); A61K 8/362 (20060101); A61K 8/362 (20060101); A61K 8/67 (20060101); A61K 8/67 (20060101); A61K 8/67 (20060101); A61K 31/66 (20060101); A61K 31/66 (20060101); A61K 31/66 (20060101); A61K 8/43 (20060101); A61K 8/43 (20060101); A61K 8/43 (20060101); A61K 8/365 (20060101); A61K 8/365 (20060101); A61K 8/365 (20060101); A61K 8/42 (20060101); A61K 8/42 (20060101); A61K 8/42 (20060101); A61K 8/58 (20060101); A61K 8/58 (20060101); A61K 8/58 (20060101); A61K 8/81 (20060101); A61K 8/81 (20060101); A61K 8/81 (20060101); A61K 8/37 (20060101); A61K 8/37 (20060101); A61K 8/37 (20060101); A61K 8/60 (20060101); A61K 8/60 (20060101); A61K 8/60 (20060101); A61K 8/85 (20060101); A61K 8/85 (20060101); A61K 8/85 (20060101); A61K 45/06 (20060101); A61K 45/06 (20060101); A61K 45/06 (20060101); A61K 45/00 (20060101); A61K 45/00 (20060101); A61K 45/00 (20060101); A61K 31/192 (20060101); A61K 31/192 (20060101); A61K 31/192 (20060101); A61K 31/191 (20060101); A61K 31/191 (20060101); A61K 31/191 (20060101); A61K 47/12 (20060101); A61K 47/12 (20060101); A61K 47/12 (20060101); A61K 47/26 (20060101); A61K 47/26 (20060101); A61K 47/26 (20060101); A61K 31/20 (20060101); A61K 31/20 (20060101); A61K 31/20 (20060101); A61K 31/19 (20060101); A61K 31/19 (20060101); A61K 31/19 (20060101); A61K 31/194 (20060101); A61K 31/194 (20060101); A61K 31/194 (20060101); A61K 47/24 (20060101); A61K 47/24 (20060101); A61K 31/195 (20060101); A61K 31/195 (20060101); A61K 31/195 (20060101); A61K 47/18 (20060101); A61K 47/18 (20060101); A61K 47/18 (20060101); A61K 47/24 (20060101); A61K 8/26 (20060101); A61K 8/26 (20060101); A61K 8/26 (20060101); A61K 8/27 (20060101); A61K 8/27 (20060101); A61K 8/27 (20060101); A61K 8/30 (20060101); A61K 8/30 (20060101); A61K 8/30 (20060101); A61K 47/16 (20060101); A61K 47/16 (20060101); A61K 47/16 (20060101); A61K 31/185 (20060101); A61K 31/185 (20060101); A61K 31/185 (20060101); A61K 31/202 (20060101); A61K 31/202 (20060101); A61K 31/202 (20060101); A61K 8/19 (20060101); A61K 8/19 (20060101); A61K 8/19 (20060101); A61K 31/405 (20060101); A61K 31/405 (20060101); A61K 31/405 (20060101); A61K 31/365 (20060101); A61K 31/365 (20060101); A61K 31/365 (20060101); A61K 31/445 (20060101); A61K 31/445 (20060101); A61K 31/445 (20060101); A61K 31/40 (20060101); A61K 31/40 (20060101); A61K 31/40 (20060101); A61Q 17/00 (20060101); A61Q 17/00 (20060101); A61Q 17/00 (20060101); A61K 31/366 (20060101); A61K 31/366 (20060101); A61K 31/366 (20060101); A61K 31/403 (20060101); A61K 31/403 (20060101); A61K 31/403 (20060101); A61K 31/415 (20060101); A61K 31/415 (20060101); A61K 31/415 (20060101); A61Q 5/02 (20060101); A61Q 5/02 (20060101); A61Q 5/02 (20060101); A61Q 19/00 (20060101); A61Q 19/00 (20060101); A61Q 19/00 (20060101); A61Q 19/08 (20060101); A61Q 19/08 (20060101); A61Q 19/08 (20060101); A61Q 15/00 (20060101); A61Q 15/00 (20060101); A61Q 15/00 (20060101); A61Q 19/02 (20060101); A61Q 19/02 (20060101); A61Q 19/02 (20060101); A61Q 5/00 (20060101); A61Q 5/00 (20060101); A61Q 5/00 (20060101); A61Q 19/10 (20060101); A61Q 19/10 (20060101); A61Q 19/10 (20060101); A61Q 17/04 (20060101); A61Q 17/04 (20060101); A61Q 17/04 (20060101); A61Q 7/00 (20060101); A61Q 7/00 (20060101); A61Q 7/00 (20060101); B24D 18/00 (20060101); B24D 18/00 (20060101); B24D 18/00 (20060101); B24D 11/02 (20060101); B24D 11/02 (20060101); B24D 11/02 (20060101); A61K 023/30 (); A61K 031/70 (); A61K 031/66 (),A61K 8/49 ,A61K 8,A61K   8,10/17/2006,10364,8148,8072,7613,8895,7315,7189,7765,8764,Tristrata Technology Inc.,Jeunique International Inc. et al,5603,1,0
1000000892,http://law.lexmachina.com/cases/1000000892,Infineon Technologies North America Corporation v. Mosaid Technologies Incorporated,5:02-cv-05772,N.D.Cal.,2002,12/11/2002,1,1,"5751643,5822253,5828620,6055201,6278640,6580654,5214602,6067272,6236581",9,5214602,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5214602,G11C 8/08 (20060101); G11C 8/00 (20060101); G11C 11/408 (20060101); G11C 007/00 (),G11C 8/08,G11C 8,G11C   8,12/11/2002,418,334,358,413,445,331,393,478,414,Infineon Technologies North America Corporation,Mosaid Technologies Incorporated,369,1,0
1000000895,http://law.lexmachina.com/cases/2000063186,"GDC Enterprises, Inc. v. Robco Manufacturing, Inc.",1:14-cv-01708,N.D.Ga.,2014,  6/3/2014,0,8,8668407,1,8668407,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8668407,E02B 3/20 (20060101),E02B 3/20 ,E02B 3,E02B   3,6/3/2014,573,558,634,560,654,627,698,561,730,"GDC Enterprises, Inc.","Robco Manufacturing, Inc.",3084,1,0
1000000900,http://law.lexmachina.com/cases/7469,DVTEL INC v. VIGILOS INC,2:04-cv-02651,D.N.J.,2004,  6/7/2004,1,8,6698021,1,6698021,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6698021,H04N 7/18 (20060101); H04N 007/173 (),H04N 7/18 ,H04N 7,H04N   7,6/7/2004,9458,9427,9137,8367,8041,8425,8432,8198,8943,DVTEL INC,VIGILOS INC,2729,1,0
1000000902,http://law.lexmachina.com/cases/2000024842,"Dummen GMBH & Co. v. Syngenta Flowers, Inc.",2:11-cv-00686,S.D.Ohio,2011, 7/29/2011,0,8,7891134,1,7891134,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7891134,A01G 9/02 (20060101),A01G 9/02 ,A01G 9,A01G   9,7/29/2011,1258,1376,1108,1354,1269,1544,1390,1704,1716,Dummen GMBH & Co.,"Syngenta Flowers, Inc.",2720,1,0
1000000906,http://law.lexmachina.com/cases/598,"The MathWorks, Inc. v. COMSOL AB et al",6:06-cv-00334,E.D.Tex.,2006, 7/28/2006,0,8,7051338,1,7051338,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7051338,G06F 9/00 (20060101),G06F 9/00 ,G06F 9,G06F   9,7/28/2006,4900,5503,5089,4785,4839,5052,4687,4580,4933,"The MathWorks, Inc.",COMSOL AB et al,5457,1,0
1000000918,http://law.lexmachina.com/cases/2000030422,"Crossroads Systems, Inc. v. Infortrend Corporation et al",1:12-cv-00104,W.D.Tex.,2012,  2/1/2012,0,8,"6425035,7051147,7934040,7934041,7987311",5,6425035,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6425035,G06F 13/40 (20060101); G06F 013/00 (),G06F 13/40 ,G06F 13,G06F  13,2/1/2012,2812,2890,3540,3732,3170,3405,3432,3859,3834,"Crossroads Systems, Inc.",Infortrend Corporation et al,2529,0,3
1000000923,http://law.lexmachina.com/cases/2000002986,Sun Products Corporation v. US Nonwovens Corporation et al,1:10-cv-00438,D.Del.,2010, 5/26/2010,0,8,"7665638,D542140,D543861",3,7665638,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7665638,B65D 23/00 (20060101),B65D 23/00 ,B65D 23,B65D  23,5/26/2010,241,244,311,222,234,285,279,193,300,Sun Products Corporation,US Nonwovens Corporation et al,5282,1,0
1000000927,http://law.lexmachina.com/cases/2000080651,"BOEHRINGER INGELHEIM PHARMACEUTICALS INC. et al v. HEC PHARM CO., LTD. et al",3:15-cv-05982,D.N.J.,2015,  8/4/2015,0,8,"8673927,8853156,9173859,7407955,8119648,8178541,6890898,7078381,8846695,8883805",10,8673927,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8673927,A61K 31/52 (20060101); A61K 31/155 (20060101),A61K 31/52 ,A61K 31,A61K  31,8/4/2015,27713,31833,27340,30158,29038,32073,24078,22426,17714,BOEHRINGER INGELHEIM PHARMACEUTICALS INC. et al,"HEC PHARM CO., LTD. et al",2166,1,0
1000000942,http://law.lexmachina.com/cases/1000000942,"Cygnus Telecommunications Technology, LLC v. Hallo! Telephone Service, Inc.",5:04-cv-01320,N.D.Cal.,2004,  4/5/2004,0,1,5883964,1,5883964,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5883964,H04M 3/42 (20060101); H04Q 3/00 (20060101); H04M 3/48 (20060101); H04M 3/36 (20060101); H04Q 3/72 (20060101); H04M 3/487 (20060101); H04M 003/42 (),H04M 3/42,H04M 3,H04M   3,4/5/2004,3776,3471,4242,2880,3062,2947,2978,2968,2686,"Cygnus Telecommunications Technology, LLC","Hallo! Telephone Service, Inc.",187,0,3
1000000947,http://law.lexmachina.com/cases/8504,"Sun Coast Mdse Corp v. Armament Systems, et al",2:03-cv-03108,C.D.Cal.,2003,  5/2/2003,0,8,"6190018,6357890",2,6190018,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6190018,F21V 23/04 (20060101); F21L 4/00 (20060101); F21V 21/08 (20060101); F21V 21/088 (20060101); F21L 4/02 (20060101); F21V 15/01 (20060101); F21V 15/00 (20060101); F21V 9/08 (20060101); F21V 9/00 (20060101); F21V 033/00 (),F21V 23/04 ,F21V 23,F21V  23,5/2/2003,318,232,296,336,346,325,349,375,302,Sun Coast Mdse Corp,"Armament Systems, et al",5278,1,5
1000000972,http://law.lexmachina.com/cases/1000000972,Rambus Inc. v. Hynix Semiconductor Inc. et al,5:05-cv-00334,N.D.Cal.,2005, 1/25/2005,0,1,"6182184,6260097,6266285,6314051,6324120,6378020,6426916,6452863,6493789,6496897,6564281,6584037,6697295,6701446,6715020,6751696,6807598,4480307,6546446",19,4480307,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=4480307,G06F 13/16 (20060101); G06F 013/00 (),G06F 13/16,G06F 13,G06F  13,1/25/2005,5230,5614,5577,5489,5719,5539,4369,4273,4238,Rambus Inc.,Hynix Semiconductor Inc. et al,627,0,1
1000000973,http://law.lexmachina.com/cases/7592,"Black & Decker Inc, et al v. Shanghai Xing Te Hao, et al",1:02-cv-04615,N.D.Ill.,2002, 6/27/2002,0,8,"6170579,6286611",2,6170579,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6170579,B25F 3/00 (20060101); B25B 045/00 (); B25B 045/02 (),B25F 3/00 ,B25F 3,B25F   3,6/27/2002,9,17,7,28,14,7,13,22,26,"Black & Decker Inc, et al","Shanghai Xing Te Hao, et al",2141,1,0
1000000975,http://law.lexmachina.com/cases/1000000389,"Adams v. Reebok International, LTD et al",3:03-cv-02452,N.D.Cal.,2003, 5/23/2003,0,9,5007111,1,5007111,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5007111,A41B 11/00 (20060101); A41B 11/02 (20060101); A41D 13/06 (20060101); A41D 13/05 (20060101); A41D 13/015 (20060101); A63B 71/08 (20060101); A41D 013/06 (),A41B 11/00 ,A41B 11,A41B  11,5/23/2003,96,86,87,88,114,99,129,148,131,Adams,"Reebok International, LTD et al",6025,1,0
